atk,def,format,hp,percentage,pokemon,pokemon_rank,rank,rule,season,slug,spa,spd,spe
2,0,single,32,6.3,卡比兽,66,5,M-B,M-3,snorlax,0,32,0
32,32,single,0,5.6,卡比兽,66,6,M-B,M-3,snorlax,0,2,0
0,32,single,22,2.8,卡比兽,66,7,M-B,M-3,snorlax,0,12,0
32,2,single,32,2.7,卡比兽,66,8,M-B,M-3,snorlax,0,0,0
32,0,single,32,2.6,卡比兽,66,9,M-B,M-3,snorlax,0,2,0
0,32,single,2,2.4,卡比兽,66,10,M-B,M-3,snorlax,0,32,0
0,0,single,2,58.8,蜥蜴王,67,1,M-B,M-3,sceptile,32,0,32
0,2,single,0,7.9,蜥蜴王,67,2,M-B,M-3,sceptile,32,0,32
0,0,single,0,6.1,蜥蜴王,67,3,M-B,M-3,sceptile,32,2,32
0,0,single,0,2.7,蜥蜴王,67,4,M-B,M-3,sceptile,32,0,32
0,1,single,1,1.9,蜥蜴王,67,5,M-B,M-3,sceptile,32,0,32
2,0,single,0,1.7,蜥蜴王,67,6,M-B,M-3,sceptile,32,0,32
32,0,single,2,1.6,蜥蜴王,67,7,M-B,M-3,sceptile,0,0,32
0,1,single,0,1.2,蜥蜴王,67,8,M-B,M-3,sceptile,32,1,32
0,0,single,1,0.9,蜥蜴王,67,9,M-B,M-3,sceptile,32,1,32
0,0,single,3,0.7,蜥蜴王,67,10,M-B,M-3,sceptile,32,0,31
7,28,single,31,15.0,麻麻鳗鱼王,68,1,M-B,M-3,eelektross,0,0,0
32,0,single,32,8.8,麻麻鳗鱼王,68,2,M-B,M-3,eelektross,0,0,2
0,0,single,2,6.5,麻麻鳗鱼王,68,3,M-B,M-3,eelektross,32,0,32
32,0,single,2,3.8,麻麻鳗鱼王,68,4,M-B,M-3,eelektross,0,0,32
32,2,single,32,3.3,麻麻鳗鱼王,68,5,M-B,M-3,eelektross,0,0,0
0,0,single,32,3.1,麻麻鳗鱼王,68,6,M-B,M-3,eelektross,32,0,2
0,1,single,1,2.9,麻麻鳗鱼王,68,7,M-B,M-3,eelektross,32,0,32
32,1,single,1,2.7,麻麻鳗鱼王,68,8,M-B,M-3,eelektross,0,0,32
0,2,single,32,2.3,麻麻鳗鱼王,68,9,M-B,M-3,eelektross,32,0,0
0,0,single,32,1.8,麻麻鳗鱼王,68,10,M-B,M-3,eelektross,32,2,0
32,0,single,2,47.1,艾路雷朵,69,1,M-B,M-3,gallade,0,0,32
32,2,single,0,21.3,艾路雷朵,69,2,M-B,M-3,gallade,0,0,32
32,0,single,0,5.6,艾路雷朵,69,3,M-B,M-3,gallade,0,2,32
32,0,single,0,2.3,艾路雷朵,69,4,M-B,M-3,gallade,0,0,32
32,2,single,32,1.7,艾路雷朵,69,5,M-B,M-3,gallade,0,0,0
32,0,single,32,1.3,艾路雷朵,69,6,M-B,M-3,gallade,0,0,2
2,0,single,32,0.8,艾路雷朵,69,7,M-B,M-3,gallade,0,0,32
32,1,single,0,0.7,艾路雷朵,69,8,M-B,M-3,gallade,0,1,32
32,0,single,3,0.6,艾路雷朵,69,9,M-B,M-3,gallade,0,0,31
32,0,single,32,0.6,艾路雷朵,69,10,M-B,M-3,gallade,0,2,0
0,32,single,32,28.5,来悲粗茶,70,1,M-B,M-3,sinistcha,0,2,0
0,32,single,32,10.3,来悲粗茶,70,2,M-B,M-3,sinistcha,2,0,0
0,32,single,31,6.4,来悲粗茶,70,3,M-B,M-3,sinistcha,0,3,0
0,32,single,32,3.5,来悲粗茶,70,4,M-B,M-3,sinistcha,0,0,2
0,2,single,32,2.8,来悲粗茶,70,5,M-B,M-3,sinistcha,0,32,0
0,32,single,32,2.2,来悲粗茶,70,6,M-B,M-3,sinistcha,0,0,0
0,32,single,31,2.1,来悲粗茶,70,7,M-B,M-3,sinistcha,3,0,0
0,2,single,32,2.0,来悲粗茶,70,8,M-B,M-3,sinistcha,32,0,0
0,14,single,32,1.7,来悲粗茶,70,9,M-B,M-3,sinistcha,0,20,0
0,0,single,32,1.4,来悲粗茶,70,10,M-B,M-3,sinistcha,32,2,0
0,0,single,2,27.1,君主蛇,71,1,M-B,M-3,serperior,32,0,32
0,0,single,0,6.1,君主蛇,71,2,M-B,M-3,serperior,32,2,32
0,2,single,0,5.4,君主蛇,71,3,M-B,M-3,serperior,32,0,32
0,0,single,32,4.1,君主蛇,71,4,M-B,M-3,serperior,2,0,32
0,1,single,1,2.7,君主蛇,71,5,M-B,M-3,serperior,32,0,32
0,2,single,32,1.9,君主蛇,71,6,M-B,M-3,serperior,0,0,32
0,0,single,0,1.8,君主蛇,71,7,M-B,M-3,serperior,32,0,32
0,0,single,1,1.7,君主蛇,71,8,M-B,M-3,serperior,32,1,32
0,12,single,27,1.5,君主蛇,71,9,M-B,M-3,serperior,0,0,27
0,32,single,32,1.5,君主蛇,71,10,M-B,M-3,serperior,2,0,0
32,0,single,2,19.0,袋兽,72,1,M-B,M-3,kangaskhan,0,0,32
32,0,single,32,11.6,袋兽,72,2,M-B,M-3,kangaskhan,0,0,2
32,1,single,1,9.2,袋兽,72,3,M-B,M-3,kangaskhan,0,0,32
32,2,single,32,5.8,袋兽,72,4,M-B,M-3,kangaskhan,0,0,0
32,5,single,27,5.0,袋兽,72,5,M-B,M-3,kangaskhan,0,1,1
32,0,single,27,4.5,袋兽,72,6,M-B,M-3,kangaskhan,0,0,7
32,2,single,0,2.9,袋兽,72,7,M-B,M-3,kangaskhan,0,0,32
32,0,single,32,2.9,袋兽,72,8,M-B,M-3,kangaskhan,0,2,0
32,0,single,0,2.1,袋兽,72,9,M-B,M-3,kangaskhan,0,2,32
32,1,single,27,2.0,袋兽,72,10,M-B,M-3,kangaskhan,0,1,5
32,0,single,2,55.4,劈斧螳螂,73,1,M-B,M-3,kleavor,0,0,32
32,2,single,0,12.6,劈斧螳螂,73,2,M-B,M-3,kleavor,0,0,32
32,0,single,0,7.0,劈斧螳螂,73,3,M-B,M-3,kleavor,0,2,32
32,0,single,0,3.1,劈斧螳螂,73,4,M-B,M-3,kleavor,0,0,32
32,0,single,32,2.1,劈斧螳螂,73,5,M-B,M-3,kleavor,0,0,2
32,2,single,32,1.9,劈斧螳螂,73,6,M-B,M-3,kleavor,0,0,0
32,0,single,32,1.2,劈斧螳螂,73,7,M-B,M-3,kleavor,0,2,0
32,0,single,1,1.1,劈斧螳螂,73,8,M-B,M-3,kleavor,0,0,32
32,1,single,0,1.0,劈斧螳螂,73,9,M-B,M-3,kleavor,0,1,32
32,32,single,2,0.8,劈斧螳螂,73,10,M-B,M-3,kleavor,0,0,0
0,32,single,32,10.3,炽焰咆哮虎,74,1,M-B,M-3,incineroar,0,2,0
0,2,single,32,6.0,炽焰咆哮虎,74,2,M-B,M-3,incineroar,0,32,0
32,2,single,32,5.7,炽焰咆哮虎,74,3,M-B,M-3,incineroar,0,0,0
32,0,single,32,4.3,炽焰咆哮虎,74,4,M-B,M-3,incineroar,0,2,0
0,14,single,32,3.2,炽焰咆哮虎,74,5,M-B,M-3,incineroar,0,20,0
32,0,single,32,3.0,炽焰咆哮虎,74,6,M-B,M-3,incineroar,0,0,2
32,0,single,2,2.5,炽焰咆哮虎,74,7,M-B,M-3,incineroar,0,0,32
2,32,single,32,2.5,炽焰咆哮虎,74,8,M-B,M-3,incineroar,0,0,0
0,17,single,31,2.3,炽焰咆哮虎,74,9,M-B,M-3,incineroar,0,18,0
32,32,single,2,2.1,炽焰咆哮虎,74,10,M-B,M-3,incineroar,0,0,0
0,32,single,32,40.5,勾魂眼,75,1,M-B,M-3,sableye,0,2,0
0,2,single,32,9.1,勾魂眼,75,2,M-B,M-3,sableye,0,32,0
0,18,single,32,7.4,勾魂眼,75,3,M-B,M-3,sableye,0,16,0
0,25,single,32,4.1,勾魂眼,75,4,M-B,M-3,sableye,0,9,0
0,32,single,2,3.0,勾魂眼,75,5,M-B,M-3,sableye,0,32,0
0,15,single,32,2.5,勾魂眼,75,6,M-B,M-3,sableye,0,19,0
0,32,single,32,2.5,勾魂眼,75,7,M-B,M-3,sableye,0,0,0
0,9,single,32,2.2,勾魂眼,75,8,M-B,M-3,sableye,0,25,0
0,17,single,32,1.9,勾魂眼,75,9,M-B,M-3,sableye,0,17,0
0,32,single,32,1.6,勾魂眼,75,10,M-B,M-3,sableye,0,0,2
0,32,single,32,23.9,狠辣椒,76,1,M-B,M-3,scovillain,0,2,0
0,32,single,32,8.8,狠辣椒,76,2,M-B,M-3,scovillain,2,0,0
0,2,single,32,4.8,狠辣椒,76,3,M-B,M-3,scovillain,0,32,0
0,32,single,32,3.8,狠辣椒,76,4,M-B,M-3,scovillain,0,0,2
0,32,single,31,3.3,狠辣椒,76,5,M-B,M-3,scovillain,0,3,0
0,0,single,2,1.5,狠辣椒,76,6,M-B,M-3,scovillain,32,0,32
0,0,single,32,1.4,狠辣椒,76,7,M-B,M-3,scovillain,32,0,2
0,32,single,32,1.3,狠辣椒,76,8,M-B,M-3,scovillain,0,0,0
0,6,single,21,1.3,狠辣椒,76,9,M-B,M-3,scovillain,0,7,32
0,2,single,32,1.1,狠辣椒,76,10,M-B,M-3,scovillain,32,0,0
0,0,single,2,46.7,红莲铠骑,77,1,M-B,M-3,armarouge,32,0,32
0,1,single,1,8.4,红莲铠骑,77,2,M-B,M-3,armarouge,32,0,32
0,2,single,32,5.6,红莲铠骑,77,3,M-B,M-3,armarouge,32,0,0
0,0,single,1,5.6,红莲铠骑,77,4,M-B,M-3,armarouge,32,1,32
0,2,single,0,4.8,红莲铠骑,77,5,M-B,M-3,armarouge,32,0,32
0,0,single,0,4.2,红莲铠骑,77,6,M-B,M-3,armarouge,32,2,32
0,0,single,32,2.4,红莲铠骑,77,7,M-B,M-3,armarouge,32,2,0
0,0,single,0,1.6,红莲铠骑,77,8,M-B,M-3,armarouge,32,0,32
0,3,single,31,0.9,红莲铠骑,77,9,M-B,M-3,armarouge,32,0,0
0,0,single,32,0.9,红莲铠骑,77,10,M-B,M-3,armarouge,32,0,2
32,0,single,2,13.1,蜈蚣王,78,1,M-B,M-3,scolipede,0,0,32
0,2,single,32,6.9,蜈蚣王,78,2,M-B,M-3,scolipede,0,32,0
0,32,single,32,5.4,蜈蚣王,78,3,M-B,M-3,scolipede,0,2,0
0,2,single,32,4.8,蜈蚣王,78,4,M-B,M-3,scolipede,0,0,32
0,0,single,32,3.3,蜈蚣王,78,5,M-B,M-3,scolipede,0,2,32
32,0,single,32,3.1,蜈蚣王,78,6,M-B,M-3,scolipede,0,0,2
32,2,single,0,2.9,蜈蚣王,78,7,M-B,M-3,scolipede,0,0,32
0,32,single,32,2.7,蜈蚣王,78,8,M-B,M-3,scolipede,0,0,2
32,2,single,32,1.8,蜈蚣王,78,9,M-B,M-3,scolipede,0,0,0
32,0,single,0,1.8,蜈蚣王,78,10,M-B,M-3,scolipede,0,2,32
0,2,single,32,26.1,布莉姆温,79,1,M-B,M-3,hatterene,32,0,0
0,32,single,32,10.4,布莉姆温,79,2,M-B,M-3,hatterene,0,2,0
0,0,single,32,10.2,布莉姆温,79,3,M-B,M-3,hatterene,32,2,0
0,32,single,32,3.8,布莉姆温,79,4,M-B,M-3,hatterene,2,0,0
0,2,single,32,2.1,布莉姆温,79,5,M-B,M-3,hatterene,0,32,0
0,32,single,2,2.1,布莉姆温,79,6,M-B,M-3,hatterene,32,0,0
0,3,single,31,2.1,布莉姆温,79,7,M-B,M-3,hatterene,32,0,0
0,32,single,0,1.9,布莉姆温,79,8,M-B,M-3,hatterene,32,2,0
0,0,single,32,1.9,布莉姆温,79,9,M-B,M-3,hatterene,32,0,0
0,2,single,0,1.9,布莉姆温,79,10,M-B,M-3,hatterene,32,32,0
32,2,single,32,11.8,头巾混混,80,1,M-B,M-3,scrafty,0,0,0
32,0,single,2,7.6,头巾混混,80,2,M-B,M-3,scrafty,0,0,32
32,0,single,32,5.5,头巾混混,80,3,M-B,M-3,scrafty,0,0,2
32,0,single,32,4.7,头巾混混,80,4,M-B,M-3,scrafty,0,2,0
32,1,single,1,3.7,头巾混混,80,5,M-B,M-3,scrafty,0,0,32
8,0,single,32,2.7,头巾混混,80,6,M-B,M-3,scrafty,0,0,26
2,0,single,32,2.3,头巾混混,80,7,M-B,M-3,scrafty,0,0,32
32,0,single,31,2.2,头巾混混,80,8,M-B,M-3,scrafty,0,0,3
32,3,single,31,2.1,头巾混混,80,9,M-B,M-3,scrafty,0,0,0
32,1,single,32,2.0,头巾混混,80,10,M-B,M-3,scrafty,0,1,0
32,1,single,1,32.8,掘地兔,81,1,M-B,M-3,diggersby,0,0,32
32,0,single,2,32.3,掘地兔,81,2,M-B,M-3,diggersby,0,0,32
32,2,single,0,7.2,掘地兔,81,3,M-B,M-3,diggersby,0,0,32
32,0,single,1,5.8,掘地兔,81,4,M-B,M-3,diggersby,0,1,32
32,0,single,0,2.7,掘地兔,81,5,M-B,M-3,diggersby,0,2,32
32,0,single,0,2.4,掘地兔,81,6,M-B,M-3,diggersby,0,0,32
32,0,single,32,2.0,掘地兔,81,7,M-B,M-3,diggersby,0,0,2
32,1,single,0,1.6,掘地兔,81,8,M-B,M-3,diggersby,0,1,32
32,2,single,32,1.4,掘地兔,81,9,M-B,M-3,diggersby,0,0,0
32,0,single,1,1.2,掘地兔,81,10,M-B,M-3,diggersby,0,0,32
32,0,single,2,55.1,一家鼠,82,1,M-B,M-3,maushold,0,0,32
32,2,single,0,11.1,一家鼠,82,2,M-B,M-3,maushold,0,0,32
32,0,single,0,5.6,一家鼠,82,3,M-B,M-3,maushold,0,2,32
32,0,single,0,3.4,一家鼠,82,4,M-B,M-3,maushold,0,0,32
0,2,single,32,2.3,一家鼠,82,5,M-B,M-3,maushold,0,0,32
0,32,single,32,1.6,一家鼠,82,6,M-B,M-3,maushold,0,0,2
32,0,single,1,1.1,一家鼠,82,7,M-B,M-3,maushold,0,0,32
0,32,single,32,1.0,一家鼠,82,8,M-B,M-3,maushold,0,2,0
32,0,single,32,0.9,一家鼠,82,9,M-B,M-3,maushold,0,0,2
2,0,single,32,0.8,一家鼠,82,10,M-B,M-3,maushold,0,0,32
0,32,single,32,28.4,呆壳兽,83,1,M-B,M-3,slowbro,0,2,0
0,32,single,32,11.2,呆壳兽,83,2,M-B,M-3,slowbro,2,0,0
0,32,single,31,6.6,呆壳兽,83,3,M-B,M-3,slowbro,0,3,0
0,2,single,32,6.5,呆壳兽,83,4,M-B,M-3,slowbro,0,32,0
0,32,single,31,3.1,呆壳兽,83,5,M-B,M-3,slowbro,3,0,0
0,2,single,32,2.7,呆壳兽,83,6,M-B,M-3,slowbro,32,0,0
0,32,single,32,1.9,呆壳兽,83,7,M-B,M-3,slowbro,0,0,0
0,0,single,32,1.6,呆壳兽,83,8,M-B,M-3,slowbro,32,2,0
0,32,single,2,1.4,呆壳兽,83,9,M-B,M-3,slowbro,0,32,0
0,32,single,2,1.2,呆壳兽,83,10,M-B,M-3,slowbro,32,0,0
32,2,single,32,34.4,诅咒娃娃,84,1,M-B,M-3,banette,0,0,0
32,0,single,32,13.2,诅咒娃娃,84,2,M-B,M-3,banette,0,2,0
32,0,single,32,11.4,诅咒娃娃,84,3,M-B,M-3,banette,0,0,2
25,0,single,32,2.6,诅咒娃娃,84,4,M-B,M-3,banette,0,8,1
32,1,single,32,2.3,诅咒娃娃,84,5,M-B,M-3,banette,0,1,0
32,0,single,2,2.3,诅咒娃娃,84,6,M-B,M-3,banette,0,0,32
32,0,single,31,1.9,诅咒娃娃,84,7,M-B,M-3,banette,0,0,3
25,9,single,32,1.9,诅咒娃娃,84,8,M-B,M-3,banette,0,0,0
32,0,single,32,1.7,诅咒娃娃,84,9,M-B,M-3,banette,0,0,0
5,13,single,32,1.4,诅咒娃娃,84,10,M-B,M-3,banette,0,16,0
0,2,single,32,26.7,暴雪王,85,1,M-B,M-3,abomasnow,32,0,0
0,0,single,32,7.8,暴雪王,85,2,M-B,M-3,abomasnow,32,0,2
0,1,single,32,7.4,暴雪王,85,3,M-B,M-3,abomasnow,32,1,0
0,0,single,32,6.3,暴雪王,85,4,M-B,M-3,abomasnow,32,2,0
2,0,single,32,4.4,暴雪王,85,5,M-B,M-3,abomasnow,32,0,0
0,32,single,32,3.8,暴雪王,85,6,M-B,M-3,abomasnow,0,2,0
0,32,single,32,3.1,暴雪王,85,7,M-B,M-3,abomasnow,2,0,0
0,32,single,2,2.2,暴雪王,85,8,M-B,M-3,abomasnow,32,0,0
0,2,single,32,1.8,暴雪王,85,9,M-B,M-3,abomasnow,0,32,0
0,32,single,32,1.2,暴雪王,85,10,M-B,M-3,abomasnow,0,0,2
0,32,single,32,15.9,黏美龙（洗翠）,86,1,M-B,M-3,goodra-hisui,0,2,0
0,0,single,32,8.2,黏美龙（洗翠）,86,2,M-B,M-3,goodra-hisui,32,2,0
0,2,single,32,6.9,黏美龙（洗翠）,86,3,M-B,M-3,goodra-hisui,32,0,0
0,2,single,32,6.2,黏美龙（洗翠）,86,4,M-B,M-3,goodra-hisui,0,32,0
0,32,single,32,4.0,黏美龙（洗翠）,86,5,M-B,M-3,goodra-hisui,2,0,0
0,0,single,32,3.2,黏美龙（洗翠）,86,6,M-B,M-3,goodra-hisui,2,32,0
0,0,single,32,2.8,黏美龙（洗翠）,86,7,M-B,M-3,goodra-hisui,32,0,2
0,32,single,32,2.6,黏美龙（洗翠）,86,8,M-B,M-3,goodra-hisui,0,0,2
0,0,single,2,2.1,黏美龙（洗翠）,86,9,M-B,M-3,goodra-hisui,32,32,0
0,32,single,2,1.9,黏美龙（洗翠）,86,10,M-B,M-3,goodra-hisui,32,0,0
32,0,single,2,44.3,龟足巨铠,87,1,M-B,M-3,barbaracle,0,0,32
32,0,single,10,17.6,龟足巨铠,87,2,M-B,M-3,barbaracle,0,0,24
32,2,single,0,3.2,龟足巨铠,87,3,M-B,M-3,barbaracle,0,0,32
32,0,single,6,2.9,龟足巨铠,87,4,M-B,M-3,barbaracle,0,0,28
32,0,single,0,2.6,龟足巨铠,87,5,M-B,M-3,barbaracle,0,2,32
32,0,single,4,2.5,龟足巨铠,87,6,M-B,M-3,barbaracle,0,0,30
32,0,single,7,1.4,龟足巨铠,87,7,M-B,M-3,barbaracle,0,0,27
32,0,single,0,1.1,龟足巨铠,87,8,M-B,M-3,barbaracle,0,0,32
32,0,single,8,1.1,龟足巨铠,87,9,M-B,M-3,barbaracle,0,0,26
32,0,single,32,1.0,龟足巨铠,87,10,M-B,M-3,barbaracle,0,0,2
0,2,single,32,15.3,帝王拿波,88,1,M-B,M-3,empoleon,0,32,0
0,2,single,32,7.5,帝王拿波,88,2,M-B,M-3,empoleon,32,0,0
0,32,single,32,7.5,帝王拿波,88,3,M-B,M-3,empoleon,0,2,0
0,1,single,28,6.3,帝王拿波,88,4,M-B,M-3,empoleon,27,9,1
0,0,single,32,3.7,帝王拿波,88,5,M-B,M-3,empoleon,32,0,2
0,0,single,32,3.5,帝王拿波,88,6,M-B,M-3,empoleon,32,2,0
0,22,single,32,2.8,帝王拿波,88,7,M-B,M-3,empoleon,0,12,0
0,0,single,32,2.6,帝王拿波,88,8,M-B,M-3,empoleon,2,32,0
0,0,single,32,2.3,帝王拿波,88,9,M-B,M-3,empoleon,29,4,1
0,32,single,32,2.1,帝王拿波,88,10,M-B,M-3,empoleon,2,0,0
0,24,single,24,16.8,怖思壶,89,1,M-B,M-3,polteageist,0,0,18
0,0,single,2,11.7,怖思壶,89,2,M-B,M-3,polteageist,32,0,32
0,32,single,32,5.7,怖思壶,89,3,M-B,M-3,polteageist,0,2,0
0,16,single,32,3.9,怖思壶,89,4,M-B,M-3,polteageist,0,0,18
0,32,single,32,3.3,怖思壶,89,5,M-B,M-3,polteageist,0,0,2
0,0,single,0,2.9,怖思壶,89,6,M-B,M-3,polteageist,32,2,32
0,17,single,23,2.9,怖思壶,89,7,M-B,M-3,polteageist,0,0,26
0,2,single,0,2.2,怖思壶,89,8,M-B,M-3,polteageist,32,0,32
0,2,single,32,1.9,怖思壶,89,9,M-B,M-3,polteageist,0,0,32
0,32,single,16,1.8,怖思壶,89,10,M-B,M-3,polteageist,0,0,18
0,0,single,2,43.8,水晶灯火灵,90,1,M-B,M-3,chandelure,32,0,32
0,0,single,0,5.9,水晶灯火灵,90,2,M-B,M-3,chandelure,32,2,32
0,2,single,0,5.8,水晶灯火灵,90,3,M-B,M-3,chandelure,32,0,32
0,2,single,32,4.9,水晶灯火灵,90,4,M-B,M-3,chandelure,32,0,0
0,0,single,32,3.0,水晶灯火灵,90,5,M-B,M-3,chandelure,32,2,0
0,0,single,32,2.8,水晶灯火灵,90,6,M-B,M-3,chandelure,32,0,2
0,0,single,0,2.2,水晶灯火灵,90,7,M-B,M-3,chandelure,32,0,32
0,1,single,32,2.0,水晶灯火灵,90,8,M-B,M-3,chandelure,32,1,0
0,1,single,0,1.6,水晶灯火灵,90,9,M-B,M-3,chandelure,32,1,32
0,32,single,32,1.3,水晶灯火灵,90,10,M-B,M-3,chandelure,2,0,0
0,0,single,2,45.9,彩粉蝶,91,1,M-B,M-3,vivillon,32,0,32
0,0,single,6,18.1,彩粉蝶,91,2,M-B,M-3,vivillon,28,0,32
0,2,single,0,4.4,彩粉蝶,91,3,M-B,M-3,vivillon,32,0,32
0,28,single,6,4.0,彩粉蝶,91,4,M-B,M-3,vivillon,0,0,32
0,0,single,0,3.6,彩粉蝶,91,5,M-B,M-3,vivillon,32,2,32
0,0,single,32,2.4,彩粉蝶,91,6,M-B,M-3,vivillon,2,0,32
0,0,single,0,1.7,彩粉蝶,91,7,M-B,M-3,vivillon,32,0,32
0,2,single,32,1.6,彩粉蝶,91,8,M-B,M-3,vivillon,0,0,32
0,32,single,2,1.1,彩粉蝶,91,9,M-B,M-3,vivillon,0,0,32
0,1,single,0,1.0,彩粉蝶,91,10,M-B,M-3,vivillon,32,1,32
0,2,single,32,22.7,呆呆王（伽勒尔）,92,1,M-B,M-3,slowking-galar,0,32,0
0,0,single,32,9.6,呆呆王（伽勒尔）,92,2,M-B,M-3,slowking-galar,2,32,0
0,5,single,31,7.4,呆呆王（伽勒尔）,92,3,M-B,M-3,slowking-galar,0,30,0
0,3,single,31,4.8,呆呆王（伽勒尔）,92,4,M-B,M-3,slowking-galar,0,32,0
0,32,single,32,4.5,呆呆王（伽勒尔）,92,5,M-B,M-3,slowking-galar,0,2,0
0,0,single,31,3.4,呆呆王（伽勒尔）,92,6,M-B,M-3,slowking-galar,3,32,0
0,0,single,32,2.6,呆呆王（伽勒尔）,92,7,M-B,M-3,slowking-galar,32,2,0
0,2,single,32,2.3,呆呆王（伽勒尔）,92,8,M-B,M-3,slowking-galar,32,0,0
0,4,single,32,2.0,呆呆王（伽勒尔）,92,9,M-B,M-3,slowking-galar,0,30,0
0,0,single,32,1.9,呆呆王（伽勒尔）,92,10,M-B,M-3,slowking-galar,0,32,0
0,0,single,2,53.3,火炎狮,93,1,M-B,M-3,pyroar,32,0,32
0,2,single,0,8.5,火炎狮,93,2,M-B,M-3,pyroar,32,0,32
0,0,single,0,5.1,火炎狮,93,3,M-B,M-3,pyroar,32,2,32
0,0,single,4,4.0,火炎狮,93,4,M-B,M-3,pyroar,32,0,30
0,0,single,16,2.6,火炎狮,93,5,M-B,M-3,pyroar,32,0,18
0,1,single,0,2.4,火炎狮,93,6,M-B,M-3,pyroar,32,1,32
0,0,single,0,2.1,火炎狮,93,7,M-B,M-3,pyroar,32,0,32
0,1,single,14,1.0,火炎狮,93,8,M-B,M-3,pyroar,32,0,19
0,0,single,15,0.8,火炎狮,93,9,M-B,M-3,pyroar,32,0,19
0,0,single,14,0.8,火炎狮,93,10,M-B,M-3,pyroar,32,0,20
2,32,single,32,24.1,铳嘴大鸟,94,1,M-B,M-3,toucannon,0,0,0
0,32,single,32,6.9,铳嘴大鸟,94,2,M-B,M-3,toucannon,0,2,0
32,2,single,32,6.3,铳嘴大鸟,94,3,M-B,M-3,toucannon,0,0,0
0,32,single,32,6.0,铳嘴大鸟,94,4,M-B,M-3,toucannon,0,0,2
32,0,single,32,5.3,铳嘴大鸟,94,5,M-B,M-3,toucannon,0,0,2
4,26,single,32,3.6,铳嘴大鸟,94,6,M-B,M-3,toucannon,0,0,4
2,26,single,32,3.3,铳嘴大鸟,94,7,M-B,M-3,toucannon,0,0,6
32,0,single,2,3.1,铳嘴大鸟,94,8,M-B,M-3,toucannon,0,0,32
0,32,single,30,2.8,铳嘴大鸟,94,9,M-B,M-3,toucannon,0,0,4
32,0,single,32,2.4,铳嘴大鸟,94,10,M-B,M-3,toucannon,0,2,0
32,0,single,2,44.5,风速狗（洗翠）,95,1,M-B,M-3,arcanine-hisui,0,0,32
32,0,single,0,8.7,风速狗（洗翠）,95,2,M-B,M-3,arcanine-hisui,0,2,32
32,1,single,1,8.0,风速狗（洗翠）,95,3,M-B,M-3,arcanine-hisui,0,0,32
32,2,single,0,6.4,风速狗（洗翠）,95,4,M-B,M-3,arcanine-hisui,0,0,32
32,0,single,32,2.6,风速狗（洗翠）,95,5,M-B,M-3,arcanine-hisui,0,0,2
32,0,single,0,2.5,风速狗（洗翠）,95,6,M-B,M-3,arcanine-hisui,0,0,32
32,0,single,1,2.4,风速狗（洗翠）,95,7,M-B,M-3,arcanine-hisui,0,1,32
32,1,single,0,1.4,风速狗（洗翠）,95,8,M-B,M-3,arcanine-hisui,0,1,32
32,2,single,32,1.3,风速狗（洗翠）,95,9,M-B,M-3,arcanine-hisui,0,0,0
32,0,single,1,1.1,风速狗（洗翠）,95,10,M-B,M-3,arcanine-hisui,0,0,32
32,0,single,2,14.1,天蝎王,96,1,M-B,M-3,gliscor,0,0,32
0,2,single,32,5.9,天蝎王,96,2,M-B,M-3,gliscor,0,32,0
0,32,single,32,5.2,天蝎王,96,3,M-B,M-3,gliscor,0,2,0
32,2,single,0,4.2,天蝎王,96,4,M-B,M-3,gliscor,0,0,32
32,1,single,1,2.9,天蝎王,96,5,M-B,M-3,gliscor,0,0,32
32,2,single,32,2.8,天蝎王,96,6,M-B,M-3,gliscor,0,0,0
0,32,single,32,2.7,天蝎王,96,7,M-B,M-3,gliscor,0,0,2
2,32,single,32,2.7,天蝎王,96,8,M-B,M-3,gliscor,0,0,0
32,0,single,0,2.5,天蝎王,96,9,M-B,M-3,gliscor,0,2,32
32,0,single,32,2.0,天蝎王,96,10,M-B,M-3,gliscor,0,0,2
0,32,single,32,42.6,布里卡隆,97,1,M-B,M-3,chesnaught,0,2,0
2,32,single,32,6.7,布里卡隆,97,2,M-B,M-3,chesnaught,0,0,0
0,32,single,32,4.8,布里卡隆,97,3,M-B,M-3,chesnaught,0,0,2
0,2,single,32,3.1,布里卡隆,97,4,M-B,M-3,chesnaught,0,32,0
32,32,single,2,2.6,布里卡隆,97,5,M-B,M-3,chesnaught,0,0,0
32,0,single,32,2.5,布里卡隆,97,6,M-B,M-3,chesnaught,0,2,0
32,2,single,32,2.4,布里卡隆,97,7,M-B,M-3,chesnaught,0,0,0
0,32,single,32,1.5,布里卡隆,97,8,M-B,M-3,chesnaught,0,0,0
0,32,single,32,1.4,布里卡隆,97,9,M-B,M-3,chesnaught,0,1,1
0,28,single,32,1.3,布里卡隆,97,10,M-B,M-3,chesnaught,0,6,0
0,32,single,32,35.5,拖拖蚓,98,1,M-B,M-3,orthworm,0,2,0
0,2,single,32,9.8,拖拖蚓,98,2,M-B,M-3,orthworm,0,32,0
0,32,single,31,5.8,拖拖蚓,98,3,M-B,M-3,orthworm,0,3,0
0,32,single,32,4.3,拖拖蚓,98,4,M-B,M-3,orthworm,0,0,2
2,32,single,32,4.1,拖拖蚓,98,5,M-B,M-3,orthworm,0,0,0
0,3,single,31,3.4,拖拖蚓,98,6,M-B,M-3,orthworm,0,32,0
