pokemon_rank,pokemon,slug,season,rule,format,panel,entry_rank,name,name_ja,percentage,type,category,power,accuracy
95,滴蛛霸,araquanid,M-3,M-B,double,moves,10,水炮,ハイドロポンプ,7.7,water,special,110,
95,滴蛛霸,araquanid,M-3,M-B,double,items,1,神秘水滴,しんぴのしずく,50.1,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,2,吃剩的东西,たべのこし,15.1,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,3,文柚果,オボンのみ,13.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,4,生命宝珠,いのちのたま,9.8,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,5,先制之爪,せんせいのツメ,2.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,6,力量头带,ちからのハチマキ,1.5,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,7,白色香草,しろいハーブ,0.8,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,8,烛木果,ソクノのみ,0.8,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,9,达人带,たつじんのおび,0.8,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,items,10,棱瓜果,バコウのみ,0.8,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,abilities,1,水泡,すいほう,98.1,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,abilities,2,储水,ちょすい,1.9,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,1,勇敢,ゆうかん,44.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,2,固执,いじっぱり,26.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,3,冷静,れいせい,7.5,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,4,淘气,わんぱく,6.7,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,5,慎重,しんちょう,4.0,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,6,悠闲,のんき,3.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,7,自大,なまいき,3.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,8,内敛,ひかえめ,2.2,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,9,爽朗,ようき,0.7,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,natures,10,大胆,ずぶとい,0.3,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,1,奇麒麟,リキキリン,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,2,来悲粗茶,ヤバソチャ,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,3,大嘴娃,クチート,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,4,煤炭龟,コータス,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,5,炽焰咆哮虎,ガオガエン,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,6,仆刀将军,ドドゲザン,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,7,仙子伊布,ニンフィア,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,8,智挥猩,ヤレユータン,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,9,雷丘,ライチュウ,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,partners,10,风妖精,エルフーン,,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,1,,,29.4,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,2,,,12.2,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,3,,,6.5,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,4,,,3.1,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,5,,,3.1,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,6,,,2.7,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,7,,,2.6,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,8,,,2.6,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,9,,,2.2,,,,
95,滴蛛霸,araquanid,M-3,M-B,double,spreads,10,,,1.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,1,冰锤,アイスハンマー,85.0,ice,physical,100,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,2,吸取拳,ドレインパンチ,75.9,fighting,physical,75,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,3,守住,まもる,73.7,normal,status,,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,4,音速拳,マッハパンチ,54.1,fighting,physical,40,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,5,雷电拳,かみなりパンチ,31.8,electric,physical,75,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,6,近身战,インファイト,23.4,fighting,physical,120,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,7,冰冻拳,れいとうパンチ,12.4,ice,physical,75,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,8,蟹钳锤,クラブハンマー,8.3,water,physical,100,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,9,广域防守,ワイドガード,7.1,rock,status,,
96,好胜毛蟹,crabominable,M-3,M-B,double,moves,10,拍落,はたきおとす,6.5,dark,physical,65,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,1,好胜毛蟹进化石,ケケンカニナイト,92.9,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,2,生命宝珠,いのちのたま,2.1,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,3,气势披带,きあいのタスキ,1.0,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,4,文柚果,オボンのみ,0.4,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,5,达人带,たつじんのおび,0.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,6,不融冰,とけないこおり,0.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,7,力量头带,ちからのハチマキ,0.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,8,先制之爪,せんせいのツメ,0.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,9,白色香草,しろいハーブ,0.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,items,10,吃剩的东西,たべのこし,0.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,abilities,1,怪力钳,かいりきバサミ,72.8,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,abilities,2,铁拳,てつのこぶし,21.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,abilities,3,愤怒穴位,いかりのつぼ,6.0,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,1,勇敢,ゆうかん,82.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,2,固执,いじっぱり,12.6,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,3,悠闲,のんき,1.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,4,自大,なまいき,0.8,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,5,淘气,わんぱく,0.8,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,6,顽皮,やんちゃ,0.5,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,7,爽朗,ようき,0.5,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,8,慎重,しんちょう,0.4,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,9,怕寂寞,さみしがり,0.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,natures,10,乐天,のうてんき,0.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,1,奇麒麟,リキキリン,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,2,煤炭龟,コータス,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,3,仆刀将军,ドドゲザン,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,4,炽焰咆哮虎,ガオガエン,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,5,来悲粗茶,ヤバソチャ,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,6,仙子伊布,ニンフィア,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,7,智挥猩,ヤレユータン,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,8,布莉姆温,ブリムオン,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,9,喷火驼,バクーダ,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,partners,10,大嘴娃,クチート,,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,1,,,34.9,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,2,,,27.9,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,3,,,3.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,4,,,2.3,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,5,,,2.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,6,,,2.0,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,7,,,1.8,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,8,,,1.7,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,9,,,1.2,,,,
96,好胜毛蟹,crabominable,M-3,M-B,double,spreads,10,,,1.0,,,,
97,暴雪王,abomasnow,M-3,M-B,double,moves,1,暴风雪,ふぶき,96.9,ice,special,110,
97,暴雪王,abomasnow,M-3,M-B,double,moves,2,守住,まもる,66.0,normal,status,,
97,暴雪王,abomasnow,M-3,M-B,double,moves,3,大地之力,だいちのちから,54.0,ground,special,90,
97,暴雪王,abomasnow,M-3,M-B,double,moves,4,终极吸取,ギガドレイン,49.3,grass,special,75,
97,暴雪王,abomasnow,M-3,M-B,double,moves,5,能量球,エナジーボール,39.9,grass,special,90,
97,暴雪王,abomasnow,M-3,M-B,double,moves,6,极光幕,オーロラベール,28.0,ice,status,,
97,暴雪王,abomasnow,M-3,M-B,double,moves,7,冰砾,こおりのつぶて,27.0,ice,physical,40,
97,暴雪王,abomasnow,M-3,M-B,double,moves,8,寄生种子,やどりぎのタネ,4.1,grass,status,,
97,暴雪王,abomasnow,M-3,M-B,double,moves,9,飞叶风暴,リーフストーム,4.1,grass,special,130,
97,暴雪王,abomasnow,M-3,M-B,double,moves,10,真气弹,きあいだま,3.9,fighting,special,120,
97,暴雪王,abomasnow,M-3,M-B,double,items,1,暴雪王进化石,ユキノオナイト,76.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,2,气势披带,きあいのタスキ,6.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,3,光之黏土,ひかりのねんど,4.2,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,4,不融冰,とけないこおり,1.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,5,生命宝珠,いのちのたま,1.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,6,讲究围巾,こだわりスカーフ,1.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,7,先制之爪,せんせいのツメ,1.6,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,8,吃剩的东西,たべのこし,1.3,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,9,文柚果,オボンのみ,1.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,items,10,巧可果,オッカのみ,0.9,,,,
97,暴雪王,abomasnow,M-3,M-B,double,abilities,1,降雪,ゆきふらし,97.6,,,,
97,暴雪王,abomasnow,M-3,M-B,double,abilities,2,隔音,ぼうおん,2.4,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,1,冷静,れいせい,66.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,2,内敛,ひかえめ,23.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,3,胆小,おくびょう,2.0,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,4,大胆,ずぶとい,1.6,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,5,悠闲,のんき,1.6,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,6,勇敢,ゆうかん,1.2,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,7,温和,おだやか,1.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,8,自大,なまいき,1.1,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,9,慢吞吞,おっとり,1.0,,,,
97,暴雪王,abomasnow,M-3,M-B,double,natures,10,固执,いじっぱり,0.6,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,1,奇麒麟,リキキリン,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,2,炽焰咆哮虎,ガオガエン,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,3,煤炭龟,コータス,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,4,幽尾玄鱼,イダイトウ(オス),,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,5,大嘴娃,クチート,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,6,仆刀将军,ドドゲザン,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,7,来悲粗茶,ヤバソチャ,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,8,喷火驼,バクーダ,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,9,智挥猩,ヤレユータン,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,partners,10,姆克鹰,ムクホーク,,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,1,,,30.5,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,2,,,12.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,3,,,11.2,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,4,,,7.8,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,5,,,2.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,6,,,2.7,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,7,,,1.4,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,8,,,1.0,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,9,,,1.0,,,,
97,暴雪王,abomasnow,M-3,M-B,double,spreads,10,,,0.9,,,,
98,波士可多拉,aggron,M-3,M-B,double,moves,1,扑击,ボディプレス,89.6,fighting,physical,80,
98,波士可多拉,aggron,M-3,M-B,double,moves,2,重磅冲撞,ヘビーボンバー,81.4,steel,physical,1,
98,波士可多拉,aggron,M-3,M-B,double,moves,3,守住,まもる,75.3,normal,status,,
98,波士可多拉,aggron,M-3,M-B,double,moves,4,铁壁,てっぺき,70.9,steel,status,,
98,波士可多拉,aggron,M-3,M-B,double,moves,5,岩崩,いわなだれ,20.2,rock,physical,75,
98,波士可多拉,aggron,M-3,M-B,double,moves,6,铁头,アイアンヘッド,12.7,steel,physical,80,
98,波士可多拉,aggron,M-3,M-B,double,moves,7,地震,じしん,5.8,ground,physical,100,
98,波士可多拉,aggron,M-3,M-B,double,moves,8,尖石攻击,ストーンエッジ,5.6,rock,physical,100,
98,波士可多拉,aggron,M-3,M-B,double,moves,9,十万马力,10まんばりき,4.5,ground,physical,95,
98,波士可多拉,aggron,M-3,M-B,double,moves,10,金属爆炸,メタルバースト,4.0,steel,physical,1,
98,波士可多拉,aggron,M-3,M-B,double,items,1,波士可多拉进化石,ボスゴドラナイト,91.9,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,2,吃剩的东西,たべのこし,1.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,3,文柚果,オボンのみ,1.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,4,先制之爪,せんせいのツメ,0.9,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,5,生命宝珠,いのちのたま,0.4,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,6,木子果,ラムのみ,0.4,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,7,莲蒲果,ヨプのみ,0.4,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,8,力量头带,ちからのハチマキ,0.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,9,光粉,ひかりのこな,0.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,items,10,气势头带,きあいのハチマキ,0.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,abilities,1,结实,がんじょう,63.7,,,,
98,波士可多拉,aggron,M-3,M-B,double,abilities,2,重金属,ヘビーメタル,29.1,,,,
98,波士可多拉,aggron,M-3,M-B,double,abilities,3,坚硬脑袋,いしあたま,7.2,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,1,慎重,しんちょう,27.1,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,2,淘气,わんぱく,20.8,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,3,固执,いじっぱり,16.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,4,悠闲,のんき,12.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,5,自大,なまいき,11.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,6,勇敢,ゆうかん,9.7,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,7,爽朗,ようき,0.6,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,8,大胆,ずぶとい,0.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,9,乐天,のうてんき,0.2,,,,
98,波士可多拉,aggron,M-3,M-B,double,natures,10,怕寂寞,さみしがり,0.2,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,1,来悲粗茶,ヤバソチャ,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,2,奇麒麟,リキキリン,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,3,炽焰咆哮虎,ガオガエン,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,4,班基拉斯,バンギラス,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,5,仙子伊布,ニンフィア,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,6,煤炭龟,コータス,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,7,风妖精,エルフーン,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,8,烈咬陆鲨,ガブリアス,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,9,大狃拉,オオニューラ,,,,,
98,波士可多拉,aggron,M-3,M-B,double,partners,10,幽尾玄鱼,イダイトウ(オス),,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,1,,,20.8,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,2,,,8.1,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,3,,,7.6,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,4,,,6.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,5,,,4.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,6,,,3.3,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,7,,,2.8,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,8,,,2.7,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,9,,,2.5,,,,
98,波士可多拉,aggron,M-3,M-B,double,spreads,10,,,2.3,,,,
99,风速狗,arcanine,M-3,M-B,double,moves,1,闪焰冲锋,フレアドライブ,81.0,fire,physical,120,
99,风速狗,arcanine,M-3,M-B,double,moves,2,神速,しんそく,72.7,normal,physical,80,
99,风速狗,arcanine,M-3,M-B,double,moves,3,守住,まもる,49.3,normal,status,,
99,风速狗,arcanine,M-3,M-B,double,moves,4,磷火,おにび,44.7,fire,status,,
99,风速狗,arcanine,M-3,M-B,double,moves,5,大声咆哮,バークアウト,30.4,dark,special,55,
99,风速狗,arcanine,M-3,M-B,double,moves,6,嬉闹,じゃれつく,23.7,fairy,physical,90,
99,风速狗,arcanine,M-3,M-B,double,moves,7,近身战,インファイト,16.5,fighting,physical,120,
99,风速狗,arcanine,M-3,M-B,double,moves,8,疯狂伏特,ワイルドボルト,14.1,electric,physical,90,
99,风速狗,arcanine,M-3,M-B,double,moves,9,重踏,じならし,10.9,ground,physical,60,
99,风速狗,arcanine,M-3,M-B,double,moves,10,精神之牙,サイコファング,7.6,psychic,physical,85,
99,风速狗,arcanine,M-3,M-B,double,items,1,文柚果,オボンのみ,51.2,,,,
99,风速狗,arcanine,M-3,M-B,double,items,2,吃剩的东西,たべのこし,15.4,,,,
99,风速狗,arcanine,M-3,M-B,double,items,3,生命宝珠,いのちのたま,8.5,,,,
99,风速狗,arcanine,M-3,M-B,double,items,4,木炭,もくたん,3.4,,,,
99,风速狗,arcanine,M-3,M-B,double,items,5,讲究围巾,こだわりスカーフ,2.8,,,,
99,风速狗,arcanine,M-3,M-B,double,items,6,腰木果,シュカのみ,2.8,,,,
99,风速狗,arcanine,M-3,M-B,double,items,7,白色香草,しろいハーブ,2.8,,,,
99,风速狗,arcanine,M-3,M-B,double,items,8,达人带,たつじんのおび,1.9,,,,
99,风速狗,arcanine,M-3,M-B,double,items,9,先制之爪,せんせいのツメ,1.7,,,,
99,风速狗,arcanine,M-3,M-B,double,items,10,力量头带,ちからのハチマキ,1.6,,,,
99,风速狗,arcanine,M-3,M-B,double,abilities,1,威吓,いかく,93.9,,,,
99,风速狗,arcanine,M-3,M-B,double,abilities,2,引火,もらいび,4.1,,,,
99,风速狗,arcanine,M-3,M-B,double,abilities,3,正义之心,せいぎのこころ,2.0,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,1,固执,いじっぱり,62.8,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,2,爽朗,ようき,10.0,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,3,淘气,わんぱく,5.4,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,4,慎重,しんちょう,4.5,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,5,胆小,おくびょう,3.3,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,6,大胆,ずぶとい,3.2,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,7,内敛,ひかえめ,3.2,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,8,温和,おだやか,3.1,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,9,顽皮,やんちゃ,0.9,,,,
99,风速狗,arcanine,M-3,M-B,double,natures,10,冷静,れいせい,0.8,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,1,风妖精,エルフーン,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,2,仙子伊布,ニンフィア,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,3,烈咬陆鲨,ガブリアス,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,4,班基拉斯,バンギラス,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,5,雷丘,ライチュウ,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,6,快龙,カイリュー,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,7,大狃拉,オオニューラ,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,8,来悲粗茶,ヤバソチャ,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,9,仆刀将军,ドドゲザン,,,,,
99,风速狗,arcanine,M-3,M-B,double,partners,10,姆克鹰,ムクホーク,,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,1,,,38.4,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,2,,,6.4,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,3,,,1.7,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,4,,,1.5,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,5,,,1.2,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,6,,,1.2,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,7,,,1.1,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,8,,,1.0,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,9,,,1.0,,,,
99,风速狗,arcanine,M-3,M-B,double,spreads,10,,,0.8,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,1,岩斧,がんせきアックス,96.1,rock,physical,65,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,2,十字剪,シザークロス,73.7,bug,physical,80,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,3,近身战,インファイト,46.9,fighting,physical,120,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,4,守住,まもる,42.3,normal,status,,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,5,暗袭要害,つじぎり,33.4,dark,physical,70,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,6,急速折返,とんぼがえり,26.3,bug,physical,70,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,7,顺风,おいかぜ,20.5,flying,status,,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,8,岩崩,いわなだれ,14.0,rock,physical,75,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,9,燕返,つばめがえし,10.9,flying,physical,60,
100,劈斧螳螂,kleavor,M-3,M-B,double,moves,10,佯攻,フェイント,9.9,normal,physical,30,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,1,讲究围巾,こだわりスカーフ,36.0,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,2,气势披带,きあいのタスキ,29.7,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,3,生命宝珠,いのちのたま,10.4,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,4,白色香草,しろいハーブ,4.5,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,5,文柚果,オボンのみ,3.0,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,6,广角镜,こうかくレンズ,2.7,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,7,先制之爪,せんせいのツメ,2.4,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,8,达人带,たつじんのおび,1.9,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,9,硬石头,かたいいし,1.4,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,items,10,力量头带,ちからのハチマキ,1.2,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,abilities,1,锋锐,きれあじ,95.3,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,abilities,2,强行,ちからずく,4.2,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,abilities,3,虫之预感,むしのしらせ,0.5,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,1,爽朗,ようき,46.1,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,2,固执,いじっぱり,45.9,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,3,勇敢,ゆうかん,3.0,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,4,天真,むじゃき,1.1,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,5,慎重,しんちょう,1.0,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,6,顽皮,やんちゃ,0.9,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,7,淘气,わんぱく,0.5,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,8,怕寂寞,さみしがり,0.5,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,9,急躁,せっかち,0.4,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,natures,10,温顺,おとなしい,0.3,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,partners,1,风妖精,エルフーン,,,,,
100,劈斧螳螂,kleavor,M-3,M-B,double,partners,2,幽尾玄鱼,イダイトウ(オス),,,,,
