atk,def,format,hp,percentage,pokemon,pokemon_rank,rank,rule,season,slug,spa,spd,spe
0,0,double,2,13.2,幽尾玄鱼（雌性）,66,2,M-B,M-3,basculegion-female,32,0,32
32,2,double,0,7.4,幽尾玄鱼（雌性）,66,3,M-B,M-3,basculegion-female,0,0,32
0,2,double,0,5.7,幽尾玄鱼（雌性）,66,4,M-B,M-3,basculegion-female,32,0,32
32,0,double,0,3.6,幽尾玄鱼（雌性）,66,5,M-B,M-3,basculegion-female,0,2,32
32,0,double,0,1.8,幽尾玄鱼（雌性）,66,6,M-B,M-3,basculegion-female,0,0,32
0,0,double,0,1.7,幽尾玄鱼（雌性）,66,7,M-B,M-3,basculegion-female,32,2,32
32,7,double,12,1.3,幽尾玄鱼（雌性）,66,8,M-B,M-3,basculegion-female,0,0,15
0,17,double,30,1.2,幽尾玄鱼（雌性）,66,9,M-B,M-3,basculegion-female,11,3,5
0,32,double,2,1.0,幽尾玄鱼（雌性）,66,10,M-B,M-3,basculegion-female,17,0,15
0,2,double,32,31.4,毒藻龙,67,1,M-B,M-3,dragalge,32,0,0
0,11,double,32,10.7,毒藻龙,67,2,M-B,M-3,dragalge,23,0,0
0,0,double,32,8.7,毒藻龙,67,3,M-B,M-3,dragalge,32,2,0
0,32,double,32,2.9,毒藻龙,67,4,M-B,M-3,dragalge,0,2,0
0,32,double,32,2.2,毒藻龙,67,5,M-B,M-3,dragalge,2,0,0
0,16,double,31,1.6,毒藻龙,67,6,M-B,M-3,dragalge,19,0,0
0,0,double,32,1.5,毒藻龙,67,7,M-B,M-3,dragalge,32,0,0
0,32,double,2,1.4,毒藻龙,67,8,M-B,M-3,dragalge,32,0,0
0,0,double,2,1.2,毒藻龙,67,9,M-B,M-3,dragalge,32,32,0
0,32,double,0,1.2,毒藻龙,67,10,M-B,M-3,dragalge,32,2,0
0,18,double,32,29.3,超坏星,68,1,M-B,M-3,toxapex,0,16,0
0,2,double,32,11.3,超坏星,68,2,M-B,M-3,toxapex,0,32,0
0,32,double,32,10.3,超坏星,68,3,M-B,M-3,toxapex,0,2,0
0,32,double,2,6.7,超坏星,68,4,M-B,M-3,toxapex,0,32,0
0,16,double,32,3.7,超坏星,68,5,M-B,M-3,toxapex,0,18,0
0,20,double,32,3.1,超坏星,68,6,M-B,M-3,toxapex,0,14,0
0,8,double,32,1.9,超坏星,68,7,M-B,M-3,toxapex,0,26,0
0,28,double,32,1.6,超坏星,68,8,M-B,M-3,toxapex,0,6,0
0,6,double,32,1.4,超坏星,68,9,M-B,M-3,toxapex,0,28,0
0,17,double,32,1.4,超坏星,68,10,M-B,M-3,toxapex,0,17,0
32,2,double,32,18.8,谜拟Ｑ,69,1,M-B,M-3,mimikyu,0,0,0
32,0,double,2,12.5,谜拟Ｑ,69,2,M-B,M-3,mimikyu,0,0,32
32,0,double,32,7.0,谜拟Ｑ,69,3,M-B,M-3,mimikyu,0,2,0
32,1,double,1,5.9,谜拟Ｑ,69,4,M-B,M-3,mimikyu,0,0,32
32,0,double,0,4.1,谜拟Ｑ,69,5,M-B,M-3,mimikyu,0,2,32
32,2,double,0,3.6,谜拟Ｑ,69,6,M-B,M-3,mimikyu,0,0,32
32,0,double,32,3.5,谜拟Ｑ,69,7,M-B,M-3,mimikyu,0,0,2
32,32,double,0,2.3,谜拟Ｑ,69,8,M-B,M-3,mimikyu,0,2,0
0,32,double,32,2.3,谜拟Ｑ,69,9,M-B,M-3,mimikyu,0,2,0
32,32,double,2,1.8,谜拟Ｑ,69,10,M-B,M-3,mimikyu,0,0,0
0,2,double,32,54.0,喷火驼,70,1,M-B,M-3,camerupt,32,0,0
0,0,double,32,13.2,喷火驼,70,2,M-B,M-3,camerupt,32,2,0
0,1,double,32,4.2,喷火驼,70,3,M-B,M-3,camerupt,32,1,0
0,0,double,29,2.5,喷火驼,70,4,M-B,M-3,camerupt,32,0,5
0,0,double,32,2.1,喷火驼,70,5,M-B,M-3,camerupt,32,0,0
0,0,double,32,1.4,喷火驼,70,6,M-B,M-3,camerupt,32,0,2
0,4,double,30,1.4,喷火驼,70,7,M-B,M-3,camerupt,32,0,0
0,32,double,0,1.1,喷火驼,70,8,M-B,M-3,camerupt,32,2,0
0,10,double,19,1.1,喷火驼,70,9,M-B,M-3,camerupt,32,5,0
0,32,double,2,0.9,喷火驼,70,10,M-B,M-3,camerupt,32,0,0
32,0,double,2,25.8,暴鲤龙,71,1,M-B,M-3,gyarados,0,0,32
32,2,double,32,5.1,暴鲤龙,71,2,M-B,M-3,gyarados,0,0,0
32,2,double,0,4.3,暴鲤龙,71,3,M-B,M-3,gyarados,0,0,32
32,5,double,0,3.9,暴鲤龙,71,4,M-B,M-3,gyarados,0,0,29
0,32,double,32,2.2,暴鲤龙,71,5,M-B,M-3,gyarados,0,2,0
32,0,double,32,2.1,暴鲤龙,71,6,M-B,M-3,gyarados,0,0,2
32,0,double,0,2.0,暴鲤龙,71,7,M-B,M-3,gyarados,0,2,32
15,1,double,19,1.8,暴鲤龙,71,8,M-B,M-3,gyarados,0,1,30
32,0,double,32,1.7,暴鲤龙,71,9,M-B,M-3,gyarados,0,2,0
32,1,double,1,1.5,暴鲤龙,71,10,M-B,M-3,gyarados,0,0,32
0,1,double,0,38.2,九尾,72,1,M-B,M-3,ninetales,32,1,32
0,0,double,2,31.9,九尾,72,2,M-B,M-3,ninetales,32,0,32
0,1,double,1,5.3,九尾,72,3,M-B,M-3,ninetales,32,0,32
0,2,double,0,4.6,九尾,72,4,M-B,M-3,ninetales,32,0,32
0,0,double,0,3.0,九尾,72,5,M-B,M-3,ninetales,32,2,32
0,0,double,0,1.6,九尾,72,6,M-B,M-3,ninetales,32,0,32
0,2,double,32,0.6,九尾,72,7,M-B,M-3,ninetales,32,0,0
0,0,double,1,0.6,九尾,72,8,M-B,M-3,ninetales,32,0,32
0,2,double,32,0.5,九尾,72,9,M-B,M-3,ninetales,0,0,32
0,0,double,32,0.5,九尾,72,10,M-B,M-3,ninetales,2,0,32
32,0,double,2,51.0,风速狗（洗翠）,73,1,M-B,M-3,arcanine-hisui,0,0,32
32,2,double,0,6.4,风速狗（洗翠）,73,2,M-B,M-3,arcanine-hisui,0,0,32
32,0,double,0,5.5,风速狗（洗翠）,73,3,M-B,M-3,arcanine-hisui,0,2,32
32,1,double,1,4.4,风速狗（洗翠）,73,4,M-B,M-3,arcanine-hisui,0,0,32
32,0,double,0,3.0,风速狗（洗翠）,73,5,M-B,M-3,arcanine-hisui,0,0,32
32,0,double,32,2.0,风速狗（洗翠）,73,6,M-B,M-3,arcanine-hisui,0,0,2
32,2,double,32,2.0,风速狗（洗翠）,73,7,M-B,M-3,arcanine-hisui,0,0,0
32,0,double,1,2.0,风速狗（洗翠）,73,8,M-B,M-3,arcanine-hisui,0,1,32
32,0,double,32,1.4,风速狗（洗翠）,73,9,M-B,M-3,arcanine-hisui,0,2,0
32,1,double,0,1.4,风速狗（洗翠）,73,10,M-B,M-3,arcanine-hisui,0,1,32
32,2,double,32,14.5,坚盾剑怪,74,1,M-B,M-3,aegislash,0,0,0
32,0,double,32,11.9,坚盾剑怪,74,2,M-B,M-3,aegislash,0,2,0
32,0,double,32,8.0,坚盾剑怪,74,3,M-B,M-3,aegislash,0,0,2
32,1,double,32,6.7,坚盾剑怪,74,4,M-B,M-3,aegislash,0,1,0
32,0,double,2,6.5,坚盾剑怪,74,5,M-B,M-3,aegislash,0,0,32
0,0,double,32,2.8,坚盾剑怪,74,6,M-B,M-3,aegislash,32,2,0
0,2,double,32,2.7,坚盾剑怪,74,7,M-B,M-3,aegislash,32,0,0
32,32,double,0,2.1,坚盾剑怪,74,8,M-B,M-3,aegislash,0,2,0
32,2,double,0,1.9,坚盾剑怪,74,9,M-B,M-3,aegislash,0,32,0
32,32,double,2,1.6,坚盾剑怪,74,10,M-B,M-3,aegislash,0,0,0
0,2,double,32,43.8,老翁龙,75,1,M-B,M-3,drampa,32,0,0
0,0,double,32,12.5,老翁龙,75,2,M-B,M-3,drampa,32,2,0
0,0,double,32,11.7,老翁龙,75,3,M-B,M-3,drampa,32,0,2
0,8,double,32,2.6,老翁龙,75,4,M-B,M-3,drampa,25,1,0
0,0,double,32,2.6,老翁龙,75,5,M-B,M-3,drampa,32,0,0
0,1,double,32,2.6,老翁龙,75,6,M-B,M-3,drampa,32,1,0
0,32,double,2,1.0,老翁龙,75,7,M-B,M-3,drampa,32,0,0
0,32,double,0,0.8,老翁龙,75,8,M-B,M-3,drampa,32,2,0
0,0,double,2,0.8,老翁龙,75,9,M-B,M-3,drampa,32,32,0
0,2,double,0,0.7,老翁龙,75,10,M-B,M-3,drampa,32,32,0
0,0,double,2,31.2,杖尾鳞甲龙,76,1,M-B,M-3,kommo-o,32,0,32
0,0,double,32,4.2,杖尾鳞甲龙,76,2,M-B,M-3,kommo-o,32,0,2
0,1,double,5,3.7,杖尾鳞甲龙,76,3,M-B,M-3,kommo-o,30,1,29
0,0,double,0,3.1,杖尾鳞甲龙,76,4,M-B,M-3,kommo-o,32,2,32
0,1,double,10,2.7,杖尾鳞甲龙,76,5,M-B,M-3,kommo-o,22,1,32
0,0,double,32,2.7,杖尾鳞甲龙,76,6,M-B,M-3,kommo-o,32,2,0
0,1,double,32,2.3,杖尾鳞甲龙,76,7,M-B,M-3,kommo-o,32,1,0
0,2,double,0,2.1,杖尾鳞甲龙,76,8,M-B,M-3,kommo-o,32,0,32
0,0,double,31,1.8,杖尾鳞甲龙,76,9,M-B,M-3,kommo-o,32,0,3
3,0,double,1,1.8,杖尾鳞甲龙,76,10,M-B,M-3,kommo-o,30,0,32
0,0,double,2,49.4,霸王花,77,1,M-B,M-3,vileplume,32,0,32
0,1,double,1,17.7,霸王花,77,2,M-B,M-3,vileplume,32,0,32
0,2,double,0,3.6,霸王花,77,3,M-B,M-3,vileplume,32,0,32
0,0,double,0,2.5,霸王花,77,4,M-B,M-3,vileplume,32,2,32
0,0,double,0,1.8,霸王花,77,5,M-B,M-3,vileplume,32,0,32
0,0,double,32,1.7,霸王花,77,6,M-B,M-3,vileplume,2,0,32
0,2,double,32,1.5,霸王花,77,7,M-B,M-3,vileplume,0,0,32
0,2,double,32,1.0,霸王花,77,8,M-B,M-3,vileplume,32,0,0
0,0,double,32,0.8,霸王花,77,9,M-B,M-3,vileplume,32,2,0
0,32,double,32,0.7,霸王花,77,10,M-B,M-3,vileplume,0,2,0
0,0,double,2,13.0,火神蛾,78,1,M-B,M-3,volcarona,32,0,32
0,32,double,32,6.8,火神蛾,78,2,M-B,M-3,volcarona,0,2,0
0,0,double,0,4.8,火神蛾,78,3,M-B,M-3,volcarona,32,2,32
0,2,double,0,4.1,火神蛾,78,4,M-B,M-3,volcarona,32,0,32
0,32,double,32,3.5,火神蛾,78,5,M-B,M-3,volcarona,2,0,0
0,0,double,32,2.8,火神蛾,78,6,M-B,M-3,volcarona,32,0,2
0,32,double,32,2.5,火神蛾,78,7,M-B,M-3,volcarona,0,0,2
0,2,double,32,2.1,火神蛾,78,8,M-B,M-3,volcarona,32,0,0
0,0,double,32,1.7,火神蛾,78,9,M-B,M-3,volcarona,32,2,0
0,32,double,2,1.6,火神蛾,78,10,M-B,M-3,volcarona,32,0,0
0,0,double,2,44.2,甲贺忍蛙,79,1,M-B,M-3,greninja,32,0,32
0,0,double,0,8.7,甲贺忍蛙,79,2,M-B,M-3,greninja,32,2,32
0,2,double,0,8.6,甲贺忍蛙,79,3,M-B,M-3,greninja,32,0,32
2,0,double,0,6.3,甲贺忍蛙,79,4,M-B,M-3,greninja,32,0,32
0,0,double,8,4.2,甲贺忍蛙,79,5,M-B,M-3,greninja,32,0,26
0,0,double,0,3.5,甲贺忍蛙,79,6,M-B,M-3,greninja,32,0,32
32,0,double,2,3.0,甲贺忍蛙,79,7,M-B,M-3,greninja,0,0,32
0,0,double,3,1.1,甲贺忍蛙,79,8,M-B,M-3,greninja,32,0,31
0,0,double,1,0.7,甲贺忍蛙,79,9,M-B,M-3,greninja,32,0,32
0,1,double,1,0.7,甲贺忍蛙,79,10,M-B,M-3,greninja,32,0,32
32,0,double,2,68.1,宝石海星,80,1,M-B,M-3,starmie,0,0,32
0,0,double,2,7.3,宝石海星,80,2,M-B,M-3,starmie,32,0,32
32,0,double,1,1.5,宝石海星,80,3,M-B,M-3,starmie,0,1,32
32,2,double,0,1.1,宝石海星,80,4,M-B,M-3,starmie,0,0,32
32,0,double,0,1.0,宝石海星,80,5,M-B,M-3,starmie,0,0,32
32,0,double,32,1.0,宝石海星,80,6,M-B,M-3,starmie,0,0,2
32,0,double,0,1.0,宝石海星,80,7,M-B,M-3,starmie,0,2,32
32,1,double,1,0.8,宝石海星,80,8,M-B,M-3,starmie,0,0,32
0,0,double,0,0.7,宝石海星,80,9,M-B,M-3,starmie,32,0,32
0,2,double,0,0.6,宝石海星,80,10,M-B,M-3,starmie,32,0,32
0,0,double,2,27.0,双倍多多冰,81,1,M-B,M-3,vanilluxe,32,0,32
0,0,double,5,16.4,双倍多多冰,81,2,M-B,M-3,vanilluxe,32,0,29
0,1,double,1,6.1,双倍多多冰,81,3,M-B,M-3,vanilluxe,32,0,32
0,2,double,0,4.5,双倍多多冰,81,4,M-B,M-3,vanilluxe,32,0,32
0,2,double,32,3.7,双倍多多冰,81,5,M-B,M-3,vanilluxe,32,0,0
0,0,double,0,2.7,双倍多多冰,81,6,M-B,M-3,vanilluxe,32,2,32
0,0,double,32,2.5,双倍多多冰,81,7,M-B,M-3,vanilluxe,32,0,2
0,0,double,32,2.1,双倍多多冰,81,8,M-B,M-3,vanilluxe,32,2,0
0,0,double,0,2.0,双倍多多冰,81,9,M-B,M-3,vanilluxe,32,0,32
0,0,double,10,0.9,双倍多多冰,81,10,M-B,M-3,vanilluxe,32,0,24
32,2,double,32,14.5,乌贼王,82,1,M-B,M-3,malamar,0,0,0
32,0,double,32,9.6,乌贼王,82,2,M-B,M-3,malamar,0,2,0
0,2,double,32,5.2,乌贼王,82,3,M-B,M-3,malamar,0,32,0
32,0,double,2,3.5,乌贼王,82,4,M-B,M-3,malamar,0,0,32
32,0,double,32,3.1,乌贼王,82,5,M-B,M-3,malamar,0,0,2
0,32,double,32,1.8,乌贼王,82,6,M-B,M-3,malamar,0,2,0
32,32,double,2,1.4,乌贼王,82,7,M-B,M-3,malamar,0,0,0
0,9,double,32,1.4,乌贼王,82,8,M-B,M-3,malamar,0,25,0
32,2,double,0,1.3,乌贼王,82,9,M-B,M-3,malamar,0,32,0
2,0,double,32,1.2,乌贼王,82,10,M-B,M-3,malamar,0,32,0
0,0,double,32,19.1,红莲铠骑,83,1,M-B,M-3,armarouge,32,2,0
0,2,double,32,12.2,红莲铠骑,83,2,M-B,M-3,armarouge,32,0,0
0,0,double,2,12.2,红莲铠骑,83,3,M-B,M-3,armarouge,32,0,32
0,1,double,32,4.9,红莲铠骑,83,4,M-B,M-3,armarouge,32,1,0
0,0,double,32,2.8,红莲铠骑,83,5,M-B,M-3,armarouge,32,0,0
0,0,double,0,2.7,红莲铠骑,83,6,M-B,M-3,armarouge,32,2,32
0,32,double,2,2.2,红莲铠骑,83,7,M-B,M-3,armarouge,32,0,0
0,2,double,0,1.8,红莲铠骑,83,8,M-B,M-3,armarouge,32,0,32
0,0,double,32,1.6,红莲铠骑,83,9,M-B,M-3,armarouge,32,0,2
0,0,double,2,1.5,红莲铠骑,83,10,M-B,M-3,armarouge,32,32,0
0,32,double,32,30.5,卡比兽,84,1,M-B,M-3,snorlax,0,2,0
32,32,double,2,4.9,卡比兽,84,2,M-B,M-3,snorlax,0,0,0
32,0,double,2,4.1,卡比兽,84,3,M-B,M-3,snorlax,0,32,0
32,2,double,32,4.1,卡比兽,84,4,M-B,M-3,snorlax,0,0,0
32,0,double,32,3.4,卡比兽,84,5,M-B,M-3,snorlax,0,2,0
32,32,double,0,3.3,卡比兽,84,6,M-B,M-3,snorlax,0,2,0
0,32,double,2,2.8,卡比兽,84,7,M-B,M-3,snorlax,0,32,0
0,2,double,32,2.1,卡比兽,84,8,M-B,M-3,snorlax,0,32,0
0,25,double,32,2.1,卡比兽,84,9,M-B,M-3,snorlax,0,9,0
2,32,double,32,2.0,卡比兽,84,10,M-B,M-3,snorlax,0,0,0
32,0,double,32,25.4,玛力露丽,85,1,M-B,M-3,azumarill,0,0,2
32,0,double,32,13.7,玛力露丽,85,2,M-B,M-3,azumarill,0,2,0
32,2,double,32,9.2,玛力露丽,85,3,M-B,M-3,azumarill,0,0,0
32,0,double,31,4.7,玛力露丽,85,4,M-B,M-3,azumarill,0,0,3
32,0,double,31,4.5,玛力露丽,85,5,M-B,M-3,azumarill,0,3,0
32,1,double,32,3.9,玛力露丽,85,6,M-B,M-3,azumarill,0,1,0
32,3,double,31,3.8,玛力露丽,85,7,M-B,M-3,azumarill,0,0,0
32,2,double,31,2.5,玛力露丽,85,8,M-B,M-3,azumarill,0,1,0
32,0,double,32,1.6,玛力露丽,85,9,M-B,M-3,azumarill,0,0,0
32,1,double,31,1.5,玛力露丽,85,10,M-B,M-3,azumarill,0,2,0
32,0,double,2,52.9,玛狃拉,86,1,M-B,M-3,weavile,0,0,32
32,2,double,0,14.2,玛狃拉,86,2,M-B,M-3,weavile,0,0,32
32,0,double,0,12.4,玛狃拉,86,3,M-B,M-3,weavile,0,2,32
32,0,double,0,3.7,玛狃拉,86,4,M-B,M-3,weavile,0,0,32
32,1,double,1,2.8,玛狃拉,86,5,M-B,M-3,weavile,0,0,32
32,0,double,6,1.9,玛狃拉,86,6,M-B,M-3,weavile,0,0,28
32,0,double,1,1.6,玛狃拉,86,7,M-B,M-3,weavile,0,0,32
32,1,double,0,0.6,玛狃拉,86,8,M-B,M-3,weavile,0,0,32
32,0,double,0,0.5,玛狃拉,86,9,M-B,M-3,weavile,0,1,32
32,1,double,0,0.5,玛狃拉,86,10,M-B,M-3,weavile,0,1,32
32,0,double,2,19.5,路卡利欧,87,1,M-B,M-3,lucario,0,0,32
0,0,double,2,17.6,路卡利欧,87,2,M-B,M-3,lucario,32,0,32
0,2,double,32,10.8,路卡利欧,87,3,M-B,M-3,lucario,0,0,32
2,0,double,32,9.1,路卡利欧,87,4,M-B,M-3,lucario,0,0,32
32,2,double,0,3.7,路卡利欧,87,5,M-B,M-3,lucario,0,0,32
32,0,double,0,2.5,路卡利欧,87,6,M-B,M-3,lucario,0,2,32
32,0,double,0,2.3,路卡利欧,87,7,M-B,M-3,lucario,0,0,32
0,0,double,32,1.9,路卡利欧,87,8,M-B,M-3,lucario,2,0,32
0,0,double,32,1.7,路卡利欧,87,9,M-B,M-3,lucario,0,0,32
19,0,double,0,1.7,路卡利欧,87,10,M-B,M-3,lucario,22,0,25
32,0,double,2,56.9,鬃岩狼人（黄昏的样子）,88,1,M-B,M-3,lycanroc-dusk,0,0,32
32,2,double,0,11.2,鬃岩狼人（黄昏的样子）,88,2,M-B,M-3,lycanroc-dusk,0,0,32
32,0,double,0,10.1,鬃岩狼人（黄昏的样子）,88,3,M-B,M-3,lycanroc-dusk,0,2,32
32,1,double,1,6.1,鬃岩狼人（黄昏的样子）,88,4,M-B,M-3,lycanroc-dusk,0,0,32
32,0,double,0,2.8,鬃岩狼人（黄昏的样子）,88,5,M-B,M-3,lycanroc-dusk,0,0,32
32,0,double,1,1.7,鬃岩狼人（黄昏的样子）,88,6,M-B,M-3,lycanroc-dusk,0,1,32
32,1,double,0,1.5,鬃岩狼人（黄昏的样子）,88,7,M-B,M-3,lycanroc-dusk,0,1,32
32,0,double,32,1.0,鬃岩狼人（黄昏的样子）,88,8,M-B,M-3,lycanroc-dusk,0,0,2
32,2,double,32,0.7,鬃岩狼人（黄昏的样子）,88,9,M-B,M-3,lycanroc-dusk,0,0,0
32,0,double,32,0.6,鬃岩狼人（黄昏的样子）,88,10,M-B,M-3,lycanroc-dusk,0,2,0
0,32,double,32,11.3,超能妙喵,89,1,M-B,M-3,meowstic,0,2,0
0,0,double,2,9.2,超能妙喵,89,2,M-B,M-3,meowstic,32,0,32
0,14,double,32,8.4,超能妙喵,89,3,M-B,M-3,meowstic,0,20,0
0,2,double,32,3.5,超能妙喵,89,4,M-B,M-3,meowstic,0,32,0
0,24,double,32,3.5,超能妙喵,89,5,M-B,M-3,meowstic,0,10,0
0,25,double,32,3.1,超能妙喵,89,6,M-B,M-3,meowstic,0,9,0
0,32,double,2,2.6,超能妙喵,89,7,M-B,M-3,meowstic,0,32,0
0,2,double,32,2.5,超能妙喵,89,8,M-B,M-3,meowstic,32,0,0
0,2,double,32,2.3,超能妙喵,89,9,M-B,M-3,meowstic,0,0,32
0,15,double,32,2.2,超能妙喵,89,10,M-B,M-3,meowstic,0,19,0
32,0,double,2,35.1,大剑鬼（洗翠）,90,1,M-B,M-3,samurott-hisui,0,0,32
32,0,double,0,6.6,大剑鬼（洗翠）,90,2,M-B,M-3,samurott-hisui,0,2,32
32,2,double,32,5.8,大剑鬼（洗翠）,90,3,M-B,M-3,samurott-hisui,0,0,0
32,32,double,2,5.6,大剑鬼（洗翠）,90,4,M-B,M-3,samurott-hisui,0,0,0
32,0,double,7,5.0,大剑鬼（洗翠）,90,5,M-B,M-3,samurott-hisui,0,0,27
32,2,double,0,4.9,大剑鬼（洗翠）,90,6,M-B,M-3,samurott-hisui,0,0,32
32,0,double,32,2.7,大剑鬼（洗翠）,90,7,M-B,M-3,samurott-hisui,0,2,0
32,0,double,32,2.7,大剑鬼（洗翠）,90,8,M-B,M-3,samurott-hisui,0,0,2
32,0,double,0,1.5,大剑鬼（洗翠）,90,9,M-B,M-3,samurott-hisui,0,0,32
32,0,double,20,1.3,大剑鬼（洗翠）,90,10,M-B,M-3,samurott-hisui,0,0,14
32,0,double,2,14.0,巨锻匠,91,1,M-B,M-3,tinkaton,0,0,32
32,2,double,32,6.3,巨锻匠,91,2,M-B,M-3,tinkaton,0,0,0
8,7,double,23,5.7,巨锻匠,91,3,M-B,M-3,tinkaton,0,0,28
32,2,double,0,5.5,巨锻匠,91,4,M-B,M-3,tinkaton,0,0,32
32,0,double,0,4.3,巨锻匠,91,5,M-B,M-3,tinkaton,0,2,32
23,11,double,32,4.0,巨锻匠,91,6,M-B,M-3,tinkaton,0,0,0
32,0,double,32,3.4,巨锻匠,91,7,M-B,M-3,tinkaton,0,2,0
32,0,double,32,2.7,巨锻匠,91,8,M-B,M-3,tinkaton,0,0,2
32,32,double,2,1.8,巨锻匠,91,9,M-B,M-3,tinkaton,0,0,0
32,0,double,0,1.5,巨锻匠,91,10,M-B,M-3,tinkaton,0,0,32
0,0,double,2,19.1,水晶灯火灵,92,1,M-B,M-3,chandelure,32,0,32
0,2,double,32,11.3,水晶灯火灵,92,2,M-B,M-3,chandelure,32,0,0
0,0,double,32,6.0,水晶灯火灵,92,3,M-B,M-3,chandelure,32,2,0
0,2,double,0,5.0,水晶灯火灵,92,4,M-B,M-3,chandelure,32,0,32
0,0,double,32,4.6,水晶灯火灵,92,5,M-B,M-3,chandelure,32,0,2
0,0,double,0,3.1,水晶灯火灵,92,6,M-B,M-3,chandelure,32,2,32
0,1,double,32,2.8,水晶灯火灵,92,7,M-B,M-3,chandelure,32,1,0
0,0,double,32,2.5,水晶灯火灵,92,8,M-B,M-3,chandelure,25,9,0
0,20,double,32,2.4,水晶灯火灵,92,9,M-B,M-3,chandelure,0,14,0
0,0,double,32,1.9,水晶灯火灵,92,10,M-B,M-3,chandelure,31,0,3
32,0,double,2,22.9,万针鱼,93,1,M-B,M-3,overqwil,0,0,32
32,1,double,9,10.2,万针鱼,93,2,M-B,M-3,overqwil,0,1,23
32,0,double,0,3.8,万针鱼,93,3,M-B,M-3,overqwil,0,2,32
32,0,double,32,3.5,万针鱼,93,4,M-B,M-3,overqwil,0,0,2
32,2,double,0,2.8,万针鱼,93,5,M-B,M-3,overqwil,0,0,32
0,2,double,32,2.5,万针鱼,93,6,M-B,M-3,overqwil,0,32,0
32,0,double,32,2.5,万针鱼,93,7,M-B,M-3,overqwil,0,2,0
32,2,double,32,2.2,万针鱼,93,8,M-B,M-3,overqwil,0,0,0
32,0,double,1,1.5,万针鱼,93,9,M-B,M-3,overqwil,0,1,32
32,32,double,2,1.2,万针鱼,93,10,M-B,M-3,overqwil,0,0,0
32,2,double,32,33.9,泥偶巨人,94,1,M-B,M-3,golurk,0,0,0
32,0,double,32,21.1,泥偶巨人,94,2,M-B,M-3,golurk,0,2,0
32,1,double,32,7.5,泥偶巨人,94,3,M-B,M-3,golurk,0,1,0
32,2,double,0,2.4,泥偶巨人,94,4,M-B,M-3,golurk,0,32,0
32,0,double,32,2.4,泥偶巨人,94,5,M-B,M-3,golurk,0,0,0
32,32,double,2,2.3,泥偶巨人,94,6,M-B,M-3,golurk,0,0,0
32,32,double,0,1.9,泥偶巨人,94,7,M-B,M-3,golurk,0,2,0
32,0,double,32,1.8,泥偶巨人,94,8,M-B,M-3,golurk,0,0,2
32,0,double,2,1.7,泥偶巨人,94,9,M-B,M-3,golurk,0,32,0
32,1,double,27,1.5,泥偶巨人,94,10,M-B,M-3,golurk,0,1,5
32,2,double,32,29.4,滴蛛霸,95,1,M-B,M-3,araquanid,0,0,0
32,0,double,32,12.2,滴蛛霸,95,2,M-B,M-3,araquanid,0,2,0
0,2,double,32,6.5,滴蛛霸,95,3,M-B,M-3,araquanid,32,0,0
32,32,double,2,3.1,滴蛛霸,95,4,M-B,M-3,araquanid,0,0,0
0,32,double,32,3.1,滴蛛霸,95,5,M-B,M-3,araquanid,0,2,0
32,0,double,2,2.7,滴蛛霸,95,6,M-B,M-3,araquanid,0,32,0
32,32,double,0,2.6,滴蛛霸,95,7,M-B,M-3,araquanid,0,2,0
32,2,double,0,2.6,滴蛛霸,95,8,M-B,M-3,araquanid,0,32,0
30,8,double,7,2.2,滴蛛霸,95,9,M-B,M-3,araquanid,0,21,0
32,0,double,32,1.2,滴蛛霸,95,10,M-B,M-3,araquanid,0,0,0
32,0,double,32,34.9,好胜毛蟹,96,1,M-B,M-3,crabominable,0,2,0
32,2,double,32,27.9,好胜毛蟹,96,2,M-B,M-3,crabominable,0,0,0
32,32,double,2,3.2,好胜毛蟹,96,3,M-B,M-3,crabominable,0,0,0
32,2,double,0,2.3,好胜毛蟹,96,4,M-B,M-3,crabominable,0,32,0
32,0,double,32,2.2,好胜毛蟹,96,5,M-B,M-3,crabominable,0,0,0
32,0,double,2,2.0,好胜毛蟹,96,6,M-B,M-3,crabominable,0,32,0
32,1,double,32,1.8,好胜毛蟹,96,7,M-B,M-3,crabominable,0,1,0
32,32,double,0,1.7,好胜毛蟹,96,8,M-B,M-3,crabominable,0,2,0
32,3,double,18,1.2,好胜毛蟹,96,9,M-B,M-3,crabominable,0,13,0
32,3,double,31,1.0,好胜毛蟹,96,10,M-B,M-3,crabominable,0,0,0
0,2,double,32,30.5,暴雪王,97,1,M-B,M-3,abomasnow,32,0,0
2,0,double,32,12.7,暴雪王,97,2,M-B,M-3,abomasnow,32,0,0
0,0,double,32,11.2,暴雪王,97,3,M-B,M-3,abomasnow,32,2,0
0,0,double,32,7.8,暴雪王,97,4,M-B,M-3,abomasnow,32,0,2
0,0,double,32,2.7,暴雪王,97,5,M-B,M-3,abomasnow,32,0,0
0,1,double,32,2.7,暴雪王,97,6,M-B,M-3,abomasnow,32,1,0
0,32,double,2,1.4,暴雪王,97,7,M-B,M-3,abomasnow,32,0,0
0,2,double,0,1.0,暴雪王,97,8,M-B,M-3,abomasnow,32,32,0
0,0,double,2,1.0,暴雪王,97,9,M-B,M-3,abomasnow,32,0,32
0,0,double,2,0.9,暴雪王,97,10,M-B,M-3,abomasnow,32,32,0
0,2,double,32,20.8,波士可多拉,98,1,M-B,M-3,aggron,0,32,0
